sku_id,brand_tier,current_price,current_margin,opt_price,opt_margin_believed,opt_margin_real,oracle_price,oracle_margin,direction
1,Good,7.8339583333333325,2052.6391080729154,10.18,2672.895947981361,2394.1060953876427,10.18,2394.1060953876427,price increase
2,Good,3.2603225806451612,-8.75164412070757,4.24,155.2348286299934,130.6597076407811,4.24,130.6597076407811,price increase
3,Better,4.907272727272727,62.64607438016529,6.38,86.93700793979569,60.22353911188131,5.18,62.85999675933372,price increase
4,Better,2.4118666666666666,563.0386986666665,3.14,1033.4988521451448,689.77380797466,3.14,689.77380797466,price increase
5,Better,1.7414130434782609,116.21428284499054,2.26,141.7668531100962,149.03826585601934,2.26,149.03826585601934,price increase
6,Better,4.680744680851064,1586.302284970575,6.08,2713.4380085317257,1488.5987802204588,4.54,1587.7101436929963,price increase
7,Better,3.808673469387755,396.4800624739691,4.95,667.5071922117565,682.4304612899211,4.95,682.4304612899211,price increase
8,Better,13.9121875,1298.12751953125,12.87,1319.0206273062604,1158.15518185164,18.09,1620.7212469787949,price decrease
9,Good,4.108023255813953,321.1800540832882,5.34,522.0821433575516,455.6235744946061,5.34,455.6235744946061,price increase
10,Good,5.977319587628865,1578.3635455415006,7.38,2499.5509506241,3187.2998107464537,7.77,3340.25565505994,price increase
11,Better,3.0454368932038838,2352.052508247715,3.96,3284.691900329806,3587.3238120767824,3.96,3587.3238120767824,price increase
12,Better,2.010617283950617,135.13053497942383,2.61,253.5592742857133,211.89369932103912,2.61,211.89369932103912,price increase
13,Better,2.2996470588235294,198.04648996539794,2.99,246.7100479513819,287.5989909336455,2.99,287.5989909336455,price increase
14,Better,2.6763265306122452,679.0959266972098,3.48,948.3778455353156,975.573825743698,3.48,975.573825743698,price increase
15,Better,15.535333333333334,431.6862518518519,20.2,559.2756892893161,588.4714703939981,20.2,588.4714703939981,price increase
16,Better,3.208247422680412,426.2584419173131,4.17,503.1007473767436,457.69060743784433,4.17,457.69060743784433,price increase
17,Better,6.860459770114943,522.9402853745544,6.52,531.8334235903184,463.3381811548509,8.92,728.3993438569103,price decrease
18,Good,2.614782608695652,253.22150756143665,2.44,257.62823228999713,240.04901572376778,2.94,261.1249747062746,price decrease
19,Good,7.381145833333334,189.60538085937506,6.53,212.58963644957277,150.11752458357512,9.45,214.48832604913986,price decrease
20,Better,6.234255319148936,107.70003395201448,8.1,188.77402098477535,138.51511766621147,8.1,138.51511766621147,price increase
21,Good,2.953764705882353,6.949868512110731,3.84,23.58574802170996,16.434528369187184,3.84,16.434528369187184,price increase
22,Better,5.276853932584269,133.11144552455497,6.86,199.53083693812218,148.9099588925867,6.86,148.9099588925867,price increase
23,Best,3.957938144329897,307.93346051652674,5.15,409.24357957691876,435.9855672945986,5.15,435.9855672945986,price increase
24,Good,4.422755102040816,111.62914306538936,5.75,250.0885754732752,203.12490989826483,5.75,203.12490989826483,price increase
25,Good,3.2663829787234047,1966.8611883205078,4.25,3502.4606238640263,1925.965390025877,3.61,2023.8730249326056,price increase
26,Good,1.7881481481481483,277.31074531321457,2.32,381.5303907077084,383.44443549485015,2.32,383.44443549485015,price increase
27,Good,1.7404597701149425,29.85088651076761,2.26,70.21520676092517,44.027144022866764,2.26,44.027144022866764,price increase
28,Better,5.317045454545454,627.793463326446,6.91,1209.4753068158655,764.2393684511271,6.91,764.2393684511271,price increase
29,Better,11.810777777777778,693.4906049382716,15.35,1154.5180067007623,972.7179715912569,15.35,972.7179715912569,price increase
30,Better,4.72906976744186,226.8036506219578,6.15,414.1394556961323,327.34025681711495,6.15,327.34025681711495,price increase
31,Better,3.924943820224719,291.9545208938266,5.1,762.898236356171,430.7558112738513,5.1,430.7558112738513,price increase
32,Better,5.747701149425287,1043.0687884793235,7.47,1529.716758772807,1317.1327649400043,7.47,1317.1327649400043,price increase
33,Best,11.70741935483871,779.2023413111342,15.22,969.000882916389,1202.6430724128356,15.22,1202.6430724128356,price increase
34,Good,4.984505494505494,1053.8351479289936,4.96,1053.96649731773,1049.9212142792232,5.73,1103.2247030416927,price decrease
35,Good,2.667872340425532,27.28291534631053,3.47,76.80809843682815,41.43730302096676,3.42,41.468201833315916,price increase
36,Good,8.65776595744681,675.2945767315529,11.26,883.8509633055517,816.790747988064,11.26,816.790747988064,price increase
37,Better,6.736185567010309,10478.716309916035,8.76,12546.599040741648,11661.363311138268,8.76,11661.363311138268,price increase
38,Better,13.542065217391302,1526.8694009924382,17.6,2392.5680575577126,1743.2772776177233,17.6,1743.2772776177233,price increase
39,Good,6.178541666666667,2912.6023893229167,8.03,3944.325283654973,2947.009154159714,7.17,2975.2148572643396,price increase
40,Better,2.1582222222222223,214.24568888888894,2.81,317.4398310732937,242.28133272468884,2.81,242.28133272468884,price increase
41,Good,2.0532,289.65065999999996,2.67,344.11240743228063,249.00308370204854,2.01,289.9303410296196,price increase
42,Better,13.948681318681318,1448.3175268687355,14.51,1451.7716756860448,1467.7032965741125,16.32,1490.8273009959742,price increase
43,Better,13.970412371134021,1315.3947539589758,18.16,4102.145233048748,1466.5994552278405,18.16,1466.5994552278405,price increase
44,Good,3.7405,110.58433999999997,4.86,130.71439815355163,128.23636744271954,4.86,128.23636744271954,price increase
45,Good,3.39,318.5425531914894,4.41,595.7382998710666,361.6599329145732,4.39,361.6604717734468,price increase
46,Better,11.330816326530613,422.2815097875886,14.73,505.2553303890632,531.9200047643768,14.73,531.9200047643768,price increase
47,Good,1.7922105263157895,164.07341052631577,2.33,305.1711231876311,242.66955868905674,2.33,242.66955868905674,price increase
48,Good,2.7608602150537633,744.9736200716845,3.59,1140.3409431622013,569.1894488014015,2.51,766.2216713736701,price increase
49,Good,5.697790697674418,485.08500811249314,7.41,665.0058105705448,607.6103963097004,7.41,607.6103963097004,price increase
50,Best,4.488666666666667,369.87211851851856,5.84,540.2508803386522,478.4315282683099,5.84,478.4315282683099,price increase
51,Best,4.686082474226804,734.4037113402062,5.9,790.8286739253837,1071.4499853384777,6.09,1115.400432702876,price increase
52,Better,3.9282716049382715,236.68698216735248,3.4,275.3657605821678,160.11165205079791,5.11,333.34746134578864,price decrease
53,Good,5.506021505376344,861.5876309399929,7.16,964.5567155945226,887.0299692735605,6.41,901.901816439303,price increase
54,Best,16.813736263736264,272.6896461779978,21.86,382.35394966106503,348.1834097375708,21.86,348.1834097375708,price increase
55,Better,4.179565217391304,205.23802457466917,5.43,314.75685603520327,316.09056826409267,5.43,316.09056826409267,price increase
56,Better,6.221170212765957,59.898490267089166,8.09,127.60989661916918,85.79025100599348,8.09,85.79025100599348,price increase
57,Better,1.1284536082474226,14.635710489956418,1.47,22.588916632081048,22.069683091720684,1.47,22.069683091720684,price increase
58,Good,4.736829268292683,1343.3679922665083,4.71,1343.5045980632524,1342.3857211238471,4.9,1346.4485571533678,price decrease
59,Good,2.4664044943820222,392.41188233808845,3.21,799.8408391878314,454.0062850166298,3.18,454.0533733734125,price increase
60,Best,2.5894623655913978,139.36972482367904,3.37,148.77183666882377,198.3701269462688,3.37,198.3701269462688,price increase
61,Better,2.715684210526316,46.1892077562327,3.3,49.075666190555815,54.513627363257704,3.53,56.237868653402245,price increase
62,Good,3.467572815533981,10.652881515694226,3.14,11.42188224633356,8.92328308283988,4.51,12.183639415717447,price decrease
63,Good,7.081951219512195,245.50283164782863,8.04,258.3544533124165,269.5409116690134,8.64,272.61981061264197,price increase
64,Better,2.037741935483871,2656.3257093305574,2.65,6010.947435359437,3377.2145201642566,2.65,3377.2145201642566,price increase
65,Good,3.6209090909090906,263.4488016528924,4.71,612.3780187535671,449.66440960601403,4.71,449.66440960601403,price increase
66,Best,3.9241935483870964,239.10364203954208,4.04,239.4015119474492,247.00863470613243,5.1,297.3532268702536,price increase
67,Better,4.667977528089888,623.534119429365,6.07,732.1376254169907,621.8856530570994,5.25,631.6666661578097,price increase
68,Better,9.26842105263158,181.20616066481992,12.05,228.844376379453,188.63831971417207,11.26,189.34587025205212,price increase
69,Better,6.173010752688173,369.0145635333565,8.02,496.1501349581623,396.84630360305357,7.59,398.2526222958828,price increase
70,Better,9.590666666666666,921.7051259259255,11.94,1013.005891992648,1150.3705248607416,12.47,1176.2755097544557,price increase
71,Better,4.04469387755102,339.55323823406894,5.26,541.5977587311255,469.0028177841449,5.26,469.0028177841449,price increase
72,Better,3.2696938775510205,706.4890420658061,4.25,842.1544562464071,820.5529170670922,4.25,820.5529170670922,price increase
73,Good,3.6264583333333333,414.0803363715278,4.71,917.6865222815288,471.14692475235466,4.62,471.42853310987806,price increase
74,Better,6.503571428571429,1609.5263265306123,8.45,2646.4658586308333,1943.9970697953793,8.45,1943.9970697953793,price increase
75,Good,4.363139534883721,111.79583964305029,5.67,213.62802219253405,156.05685050352213,5.67,156.05685050352213,price increase
76,Better,2.6458333333333335,746.2473090277779,3.44,1027.930568960866,870.1702651401754,3.44,870.1702651401754,price increase
77,Good,4.563061224489796,2297.0584548104957,5.93,3684.8509047241737,2796.733654311008,5.93,2796.733654311008,price increase
78,Good,4.858061224489796,109.77130362349018,5.68,116.68091864959017,120.17213769772249,5.98,120.7093431702413,price increase
79,Good,18.65568181818182,471.5992381198348,18.19,473.64315563623535,458.6942425868376,21.45,500.24940945881605,price decrease
80,Better,15.445888888888888,6056.810007407406,18.92,6361.036122495936,6729.037725769961,20.08,6820.588554642639,price increase
81,Good,2.3308235294117647,107.47615224913494,2.57,112.64651535125113,116.4510433625342,2.7,117.3647643512735,price increase
82,Best,4.309354838709678,1933.7569198751305,5.6,3133.964135908888,2583.3857416198266,5.6,2583.3857416198266,price increase
83,Better,1.9294117647058824,107.69875432525953,2.51,126.53346559961437,130.8236812381544,2.51,130.8236812381544,price increase
84,Good,3.0127272727272727,824.7879102715467,2.95,826.2437397947442,802.7471169362682,3.92,956.7442026008514,price decrease
85,Better,4.6190625,360.78115234375,6.0,801.6702834255263,669.190509477937,6.0,669.190509477937,price increase
86,Good,8.761122448979592,855.1343377759264,8.45,861.0066949337282,836.6995859749892,9.37,867.3068725118785,price decrease
87,Best,2.920618556701031,1583.93148687427,3.8,2454.3691953333914,2481.988190139471,3.8,2481.988190139471,price increase
88,Better,3.3122222222222226,244.46279012345693,4.31,336.2308027620187,269.72212494266046,4.31,269.72212494266046,price increase
89,Better,1.5653124999999999,68.59086914062499,2.0,71.81303663799876,78.30097711611363,2.03,78.71530074564477,price increase
90,Good,3.399795918367347,128.42593502707206,4.31,157.86512281364347,167.8872639936128,4.42,168.73947604280417,price increase
91,Better,2.335483870967742,297.039250780437,3.02,331.6651927180921,336.50399748039536,3.04,336.57491242412476,price increase
92,Better,3.1890217391304345,42.9905115784499,4.15,65.45936617908752,61.08339102675195,4.15,61.08339102675195,price increase
93,Best,3.085227272727273,606.9158496900827,4.01,839.3968038790638,814.6297131671809,4.01,814.6297131671809,price increase
94,Better,4.335212765957447,209.13890900860125,5.64,300.846970152687,252.96996660535805,5.64,252.96996660535805,price increase
95,Better,1.6984536082474226,515.0727176107981,2.21,577.3036688438362,570.4425956535115,2.21,570.4425956535115,price increase
96,Good,1.4418181818181817,4.235258264462806,1.87,8.54409441797173,6.857142776948102,1.87,6.857142776948102,price increase
97,Good,13.935581395348837,319.2641130340725,18.12,521.1264279121098,413.60258752331583,18.12,413.60258752331583,price increase
98,Better,2.34375,33.10307291666667,3.05,54.8025342762383,38.224299558878975,3.05,38.224299558878975,price increase
99,Better,2.260204081632653,81.74525406080798,2.94,96.84959160004017,111.40132612287627,2.94,111.40132612287627,price increase
100,Good,10.990490196078431,813.7751057285661,14.29,1593.0570066325815,1211.5904047645408,14.29,1211.5904047645408,price increase
